Date,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMD,AMGN,AMZN,ASML,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CDNS,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTSH,CTXS,DLTR,EA,EBAY,EXPE,FAST,FB,FISV,GILD,GOOG,GOOGL,HAS,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KLAC,LBTYA,LBTYK,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NFLX,NTAP,NTES,NVDA,NXPI,ORLY,PAYX,PCAR,PEP,QCOM,REGN,ROST,SBUX,SIRI,SNPS,SWKS,TMUS,TSLA,TTWO,TXN,UAL,ULTA,VRSK,VRSN,VRTX,WBA,WDAY,WDC,WLTW,WYNN,XEL,XLNX,F,VIS,CF
2015-12-21,40.52,100.06,91.62,51.03,77.1,60.16,64.21,185.07,17.4,2.53,141.32,664.51,85.18,37.69,131.38,197.44,297.56,1275.71,104.14,20.92,110.84,59.23,81.71,180.05,26.07,146.39,23.29,23.46,85.31,57.66,58.31,76.9,68.71,27.18,120.71,17.14,104.77,46.19,90.97,747.77,760.8,58.68,60.35,71.34,186.84,112.9,30.53,91.79,179.77,68.2,32.5,61.5,38.89,37.5,73.41,51.9,61.67,43.28,40.87,111.89,49.16,50.56,14.77,33.15,53.64,116.63,24.97,167.51,32.24,83.79,253.73,45.97,38.97,87.6,42.02,532.55,51.73,54.99,3.89,44.73,73.24,38.98,232.56,35.0,49.91,58.05,186.49,75.44,86.81,120.56,77.37,78.55,50.79,115.51,60.06,31.0,43.39,10.84,92.4,35.75
2015-12-22,41.0,99.97,93.82,51.2,77.76,60.99,65.42,187.07,17.62,2.77,144.0,663.15,86.29,38.15,130.75,197.03,300.77,1277.49,104.35,21.18,111.14,59.97,82.66,181.0,26.27,148.08,23.51,24.05,87.14,58.01,58.95,77.86,69.07,27.48,122.57,17.68,105.51,46.47,91.18,750.0,767.13,59.99,60.69,72.2,186.98,108.99,30.96,93.26,180.48,69.25,32.53,62.14,38.9,37.55,74.75,53.15,64.81,43.57,41.12,110.94,49.17,51.04,14.61,32.85,54.19,116.24,23.73,168.83,32.27,83.78,253.75,46.07,40.44,88.65,42.29,528.34,52.21,55.41,3.91,45.34,73.24,39.26,229.95,35.27,49.72,58.0,186.12,75.75,87.57,122.74,78.39,79.24,51.33,115.51,61.79,31.21,43.51,11.21,93.58,36.98
2015-12-23,41.37,101.25,94.7,51.62,78.56,62.04,65.12,187.39,17.93,2.83,144.37,663.7,87.17,37.79,132.02,196.53,300.19,1279.05,105.52,21.32,122.07,60.29,82.35,181.0,26.4,148.52,23.95,24.42,87.51,58.3,59.52,77.04,68.64,27.37,121.38,18.2,104.63,46.72,91.43,750.31,768.51,60.43,61.74,72.47,185.35,110.52,31.2,94.02,182.58,69.73,32.54,62.3,39.27,37.85,74.96,52.89,65.15,43.7,41.92,112.92,49.16,51.48,14.3,33.09,54.79,118.16,23.99,169.48,32.4,83.05,254.15,47.15,41.42,89.39,42.26,535.85,52.24,55.73,3.96,45.88,73.95,40.13,229.7,35.55,50.69,58.35,186.27,76.46,87.8,123.8,78.42,79.84,51.87,116.61,62.97,31.67,43.92,11.34,94.8,38.22
2015-12-24,41.87,100.71,94.3,51.91,78.75,61.85,65.39,189.41,17.95,2.92,145.11,662.79,87.29,37.87,131.85,193.93,302.29,1273.07,105.84,21.29,122.14,60.23,82.6,181.89,26.46,148.55,23.94,24.41,87.53,58.62,59.65,76.68,68.95,27.25,121.56,18.32,105.02,46.53,91.82,748.4,765.84,60.76,61.6,72.95,189.0,108.92,31.19,93.63,182.48,70.02,32.58,62.53,39.74,38.32,74.94,53.19,65.07,43.65,41.71,113.24,49.61,51.34,14.48,33.34,54.82,117.33,23.99,171.09,32.51,84.91,253.42,47.04,41.25,89.31,42.7,537.63,52.23,55.71,3.98,45.77,74.09,39.67,230.57,35.74,50.74,59.78,184.93,76.43,87.78,124.84,78.8,79.68,52.65,117.01,63.17,31.57,43.9,11.3,94.82,37.42
2015-12-28,41.31,99.58,94.2,51.59,78.58,61.86,66.34,189.1,17.85,3.0,143.5,675.2,87.41,37.98,131.87,192.8,303.84,1272.96,105.3,21.21,119.1,60.16,82.54,182.08,26.41,148.01,23.88,24.23,87.99,58.4,59.47,77.24,69.19,27.23,121.21,18.27,105.93,46.57,90.13,762.51,782.24,60.78,62.15,74.16,188.06,109.68,31.14,94.23,182.37,69.94,31.89,62.43,39.46,38.11,74.6,53.17,65.15,43.9,41.45,113.14,49.39,51.6,14.19,33.31,54.33,117.11,24.04,169.12,32.48,84.38,255.94,47.01,40.87,89.43,42.73,540.28,52.29,55.59,3.96,46.16,74.08,39.78,228.95,35.76,50.44,59.01,184.77,76.63,87.89,123.95,78.23,79.61,51.86,117.33,62.42,31.92,43.85,11.2,94.45,36.55
2015-12-29,41.57,101.37,95.33,52.38,79.57,62.22,66.37,191.88,18.09,3.0,145.9,693.97,87.74,38.51,133.31,194.68,309.67,1302.4,106.07,21.27,121.27,61.38,83.66,185.17,26.58,149.39,24.28,24.64,88.76,59.28,60.63,78.02,69.85,27.49,122.75,18.37,107.26,47.09,91.62,776.6,793.96,61.48,62.94,74.3,194.18,110.72,31.6,95.3,184.46,70.54,32.65,62.88,40.25,38.77,75.27,52.37,65.05,44.45,42.24,114.37,50.06,52.15,14.34,34.15,55.28,119.12,24.32,171.91,33.01,84.81,258.5,47.42,41.19,90.11,43.85,550.21,52.81,56.46,3.98,46.45,75.12,40.12,237.19,35.83,50.98,59.3,185.31,77.23,88.74,127.87,79.13,79.75,52.95,122.67,64.04,32.0,44.2,11.24,95.39,36.89
2015-12-30,40.9,100.05,95.28,51.68,79.15,62.25,66.1,191.31,17.81,2.98,144.88,689.07,87.19,38.37,132.79,192.13,308.34,1289.16,105.77,21.22,120.68,60.17,82.36,184.22,26.19,149.44,24.07,24.19,88.2,58.88,60.24,77.62,69.65,27.34,121.37,18.32,106.22,46.48,90.56,771.0,790.3,60.65,62.71,73.97,191.07,109.11,31.2,94.29,184.17,70.08,32.08,62.69,40.44,38.67,74.73,51.59,64.36,44.1,42.01,113.61,50.08,51.93,14.16,33.81,54.62,116.71,24.31,168.12,32.72,84.26,257.66,47.0,40.89,89.85,43.44,548.19,52.44,56.18,3.96,46.14,73.96,39.74,238.09,35.51,50.21,57.51,185.61,76.97,88.14,126.4,78.73,80.28,53.41,122.04,62.69,32.15,43.89,11.19,94.66,35.61
2015-12-31,40.47,98.13,93.94,50.56,77.63,60.93,65.85,190.75,17.54,2.87,144.03,675.89,84.74,37.67,130.79,189.04,306.35,1274.95,104.76,20.81,119.76,59.72,81.38,183.1,26.06,148.32,23.74,24.24,87.07,57.93,59.21,77.22,68.72,27.07,119.48,18.01,104.66,45.73,89.7,758.88,778.01,60.52,62.04,72.92,191.95,108.45,30.71,92.58,182.05,70.4,32.26,62.39,42.36,40.77,74.03,52.47,63.44,42.99,41.4,113.59,49.65,51.16,14.16,33.45,54.07,114.38,24.0,168.67,32.3,82.78,253.42,46.22,40.36,88.76,43.08,542.87,51.73,55.45,3.96,45.61,71.76,39.12,240.01,34.84,49.0,57.3,185.0,76.35,87.36,125.83,77.61,79.68,52.5,121.12,63.19,31.72,43.09,11.13,94.08,35.31
2016-01-04,39.1,98.21,91.97,49.76,75.2,60.31,64.27,184.68,17.35,2.77,140.49,636.99,83.33,36.6,128.21,184.03,294.62,1245.37,104.92,20.53,117.62,57.72,79.48,177.53,25.81,146.52,23.27,24.09,84.43,56.11,58.05,78.81,66.1,26.04,116.11,17.73,102.22,44.75,86.88,741.84,759.44,60.16,60.89,71.12,181.28,103.32,30.3,90.55,182.46,68.44,29.53,61.79,41.75,40.23,72.46,55.86,61.87,42.47,40.43,109.23,48.11,50.54,14.33,32.28,53.28,109.96,23.54,160.18,31.72,82.97,246.11,45.05,40.15,87.73,43.19,516.55,52.27,53.81,3.84,44.92,72.79,38.95,223.41,34.17,48.58,55.61,181.81,74.78,83.95,122.89,75.69,77.76,52.81,117.66,62.81,31.54,42.01,11.03,92.58,35.04
2016-01-05,38.72,95.75,92.34,49.39,75.39,60.39,64.95,184.9,17.37,2.75,140.34,633.79,82.49,36.14,123.92,187.37,296.7,1210.69,103.45,20.54,117.96,57.64,79.08,175.17,25.81,146.88,23.16,23.85,84.56,56.11,57.57,79.98,64.94,25.73,115.28,17.54,102.73,44.96,87.99,742.58,761.53,61.26,61.09,71.83,178.02,103.8,30.16,92.05,183.99,69.15,30.0,61.84,41.56,39.8,72.85,55.59,62.06,42.16,40.76,108.96,48.69,50.77,14.82,31.89,54.09,107.66,22.98,161.8,32.23,80.95,247.96,45.02,40.16,88.34,42.35,508.98,52.61,54.17,3.8,44.97,68.45,40.22,223.43,34.75,48.07,55.06,182.67,74.51,81.41,123.45,73.7,77.24,52.58,118.46,64.0,31.85,42.64,10.83,92.7,33.94
2016-01-06,39.4,93.88,91.02,47.29,74.46,59.54,64.87,184.07,16.66,2.51,139.05,632.65,80.77,35.8,120.11,185.61,293.68,1196.71,100.44,20.2,116.71,57.18,77.78,174.31,25.61,145.52,22.92,22.76,84.18,55.15,57.91,80.52,63.68,26.02,114.42,17.59,102.97,44.62,88.91,743.62,759.33,62.8,60.47,71.32,177.56,102.26,29.49,92.38,184.41,68.06,29.76,59.89,40.78,39.05,68.57,54.91,60.2,41.5,40.61,106.63,48.77,49.84,14.22,30.97,53.36,117.68,22.5,161.62,30.9,78.95,241.07,44.38,40.17,88.36,41.92,519.48,51.81,53.69,3.79,44.31,64.59,40.05,219.04,34.01,47.76,55.2,183.21,74.12,81.02,122.23,72.57,74.4,51.41,112.95,60.68,32.19,41.86,10.35,91.29,31.01
2016-01-07,38.66,89.92,89.11,46.08,72.19,55.98,63.5,174.37,16.17,2.28,135.73,607.94,78.74,35.29,116.29,174.37,284.01,1167.19,97.09,19.75,111.89,57.23,77.51,173.63,25.33,142.19,22.39,22.06,83.08,54.67,55.52,78.45,62.46,25.31,110.36,17.23,97.92,44.1,85.32,726.39,741.0,62.1,59.48,69.81,167.72,95.76,28.39,90.89,178.97,66.14,27.95,59.32,39.2,37.75,66.85,54.79,58.5,39.41,38.4,102.26,48.4,48.11,13.66,30.16,51.61,114.56,21.3,153.9,29.68,74.67,240.17,42.33,38.95,86.67,39.76,501.96,51.68,52.36,3.74,43.28,62.73,40.51,215.65,32.42,46.22,52.63,182.98,72.53,80.55,114.96,73.98,71.75,50.56,108.21,54.97,32.31,40.21,10.03,88.74,29.54
2016-01-08,38.58,90.39,87.85,45.68,71.59,55.06,64.53,168.13,15.77,2.14,133.72,607.05,76.63,34.75,115.52,171.34,280.59,1136.96,95.75,19.24,108.98,58.3,76.71,174.89,25.36,139.7,21.83,21.93,80.93,53.82,54.54,77.79,63.13,25.37,107.09,17.12,97.33,43.76,85.5,714.47,730.91,61.13,58.93,69.1,165.17,94.78,28.09,89.64,178.85,65.44,27.62,58.69,38.2,36.91,65.7,53.91,59.28,38.36,37.84,100.43,48.08,48.26,13.33,28.46,49.42,111.39,20.96,152.12,29.04,73.87,234.66,41.57,38.51,86.35,39.54,491.68,50.08,52.31,3.71,42.35,62.48,39.88,211.0,32.34,45.03,51.89,182.17,72.86,78.15,110.71,73.87,71.07,48.43,109.79,52.73,31.96,39.38,9.9,87.57,29.26
2016-01-11,39.26,91.86,89.38,46.77,71.94,55.23,61.0,161.65,15.67,2.34,131.04,617.74,78.57,35.23,115.38,170.37,278.54,1136.28,93.29,19.28,103.03,56.83,76.99,175.63,25.38,142.1,22.26,21.97,81.58,54.17,53.91,77.36,64.21,25.71,106.89,17.16,97.51,43.97,85.54,716.03,733.07,62.9,57.4,68.47,165.71,92.19,28.58,90.46,179.86,64.63,27.03,58.93,35.51,34.6,66.14,54.73,59.76,38.33,38.48,98.11,48.68,48.23,12.53,29.1,49.5,114.97,20.94,147.77,29.09,75.87,237.94,41.44,38.51,86.55,39.7,480.82,50.56,53.41,3.72,42.09,61.69,39.68,207.85,32.77,45.79,51.62,182.0,73.53,78.07,103.95,73.84,70.25,46.16,108.23,51.87,32.22,39.56,10.08,87.74,28.08
2016-01-12,40.14,93.19,89.82,47.21,72.82,54.79,61.77,166.12,15.74,2.39,133.79,617.89,78.9,36.12,117.07,172.91,278.67,1148.92,93.11,19.14,106.85,58.71,78.75,175.32,25.45,143.33,22.33,22.14,83.05,57.58,55.41,78.7,65.62,25.82,107.56,17.4,99.37,44.65,86.07,726.07,745.34,63.64,57.43,69.26,168.64,88.09,29.14,91.28,180.71,64.97,28.2,59.15,35.14,34.14,66.59,56.82,60.86,38.66,38.88,104.16,49.1,48.67,12.72,29.18,50.09,116.58,20.59,149.7,29.58,76.42,243.13,41.48,38.48,86.71,40.09,474.98,52.34,54.92,3.69,42.02,62.23,40.06,209.97,33.62,46.07,50.86,185.62,74.01,79.29,103.64,74.57,71.9,45.78,108.78,50.8,32.09,39.78,10.15,88.25,28.16
2016-01-13,38.32,90.79,88.3,45.79,70.87,50.87,58.86,157.92,15.22,2.25,129.06,581.81,76.38,33.92,111.11,166.04,267.25,1098.9,84.12,18.66,100.67,57.89,76.95,167.99,24.84,139.71,21.67,20.88,81.1,55.76,52.65,75.48,63.38,25.03,102.24,17.11,95.44,43.42,82.03,700.56,719.57,61.53,56.73,67.4,164.49,78.42,28.45,88.25,181.71,63.07,27.1,58.27,33.74,32.59,64.39,55.97,57.03,38.16,37.47,99.89,47.89,47.62,12.06,28.27,48.89,106.56,20.52,146.86,28.68,72.95,235.68,40.53,37.72,85.72,39.73,459.57,50.17,53.45,3.61,40.53,58.06,38.85,200.31,32.5,44.54,48.06,179.09,71.39,76.09,96.37,72.85,71.26,43.71,106.24,47.92,31.9,38.45,9.63,86.03,27.48
2016-01-14,38.75,92.78,89.8,46.16,72.38,52.65,59.99,167.29,15.79,2.21,135.89,593.0,79.13,34.44,112.81,172.23,280.57,1121.38,84.43,19.38,105.62,57.75,77.63,172.31,25.53,140.68,21.73,21.73,81.8,58.12,52.74,75.7,64.48,25.48,103.49,17.32,98.37,44.51,82.46,714.72,731.39,63.07,57.49,68.1,175.11,80.98,29.19,90.77,185.26,62.91,28.12,59.97,34.79,33.45,67.07,56.63,57.47,38.83,38.18,104.19,47.47,48.98,12.02,28.44,50.7,107.06,21.16,152.18,28.1,73.21,235.99,41.36,38.92,85.1,41.13,479.08,50.78,54.48,3.62,41.25,60.28,39.39,206.18,32.69,44.73,47.83,177.88,71.85,75.65,101.91,74.61,70.5,43.06,107.68,47.04,32.43,38.91,9.63,87.05,28.22
2016-01-15,37.04,90.55,89.17,45.53,71.4,49.4,59.86,158.68,15.11,2.03,134.24,570.18,73.95,33.97,108.1,163.92,273.33,1086.74,83.14,19.0,103.06,56.34,75.95,165.08,25.0,138.12,20.81,21.26,80.35,56.67,51.89,75.3,66.06,24.88,98.77,16.62,94.97,43.67,81.41,694.45,710.49,64.75,57.54,67.12,171.15,76.95,26.53,88.05,185.75,62.56,26.99,58.07,33.16,32.0,63.35,55.71,56.35,37.43,37.21,95.77,47.04,47.02,11.08,28.16,49.71,104.04,20.27,144.24,26.57,67.45,232.16,40.81,38.58,83.43,39.49,462.95,50.27,53.57,3.53,40.96,56.67,37.79,204.99,32.58,42.94,45.67,170.45,71.56,74.25,97.91,72.85,67.87,41.3,105.93,53.31,32.24,39.27,9.45,85.44,27.32
2016-01-19,37.14,90.11,89.18,45.14,72.49,47.59,59.77,156.75,15.45,1.95,134.24,574.48,76.67,34.2,108.19,166.03,269.85,1094.5,79.51,18.85,102.99,55.96,75.92,167.38,25.16,138.19,21.01,21.23,79.85,57.86,51.71,76.89,67.37,25.39,101.23,16.22,95.26,44.52,79.69,701.79,719.08,63.3,58.18,66.95,169.58,73.31,26.57,87.46,185.5,62.63,27.41,57.86,32.88,31.72,62.88,56.74,55.24,38.52,38.28,95.86,48.25,46.63,10.8,27.35,50.22,107.89,19.55,150.43,26.79,67.23,235.69,41.51,38.34,85.07,39.72,447.02,50.55,54.08,3.56,40.69,56.4,37.65,204.72,32.5,43.11,45.18,175.31,71.03,74.6,94.99,73.55,66.1,40.61,103.91,54.0,32.87,39.25,9.44,85.3,26.17
2016-01-20,37.33,90.23,87.94,46.23,71.68,47.9,60.33,159.89,15.38,1.8,137.54,571.77,81.39,33.77,111.58,164.99,269.35,1081.33,81.38,19.04,107.49,55.61,74.55,170.51,24.87,136.68,20.18,20.82,78.74,57.19,52.05,76.03,66.85,25.44,102.16,16.12,94.35,44.47,80.27,698.45,718.56,62.65,57.42,66.43,171.46,74.25,26.38,88.53,184.85,63.07,26.38,58.53,32.4,31.33,64.85,55.95,56.59,39.58,37.55,95.6,46.67,46.84,10.05,27.43,51.4,107.74,19.45,149.2,26.93,69.57,236.63,40.77,38.6,83.29,39.58,461.95,50.16,52.57,3.5,40.94,57.55,37.36,198.7,32.62,43.82,45.12,174.26,70.48,74.14,96.99,72.41,67.49,40.03,102.89,51.45,32.35,39.52,9.4,84.43,25.28
2016-01-21,38.03,89.78,88.0,46.18,72.62,47.87,60.73,155.52,15.79,2.09,135.55,575.02,83.39,33.63,112.21,169.56,262.08,1089.14,80.82,18.93,105.46,55.41,72.76,169.45,25.19,138.11,20.18,20.88,76.81,57.01,51.2,77.03,67.03,25.7,102.27,16.39,94.16,44.82,78.78,706.59,726.67,64.65,56.53,65.58,169.18,73.78,26.44,88.49,185.2,64.28,26.69,58.14,32.83,31.73,63.5,57.09,58.34,40.28,37.23,96.86,46.01,46.55,10.85,27.32,51.44,102.35,19.45,148.12,27.25,70.8,236.71,41.42,39.01,83.91,40.55,461.57,50.21,54.52,3.56,40.69,59.11,37.1,199.97,32.97,44.55,45.33,176.5,69.95,73.85,95.07,71.98,68.6,38.42,103.55,51.77,31.92,42.91,9.48,84.75,26.19
2016-01-22,38.38,94.55,89.63,46.96,74.32,49.03,60.95,159.15,16.02,2.02,138.48,596.38,86.26,34.95,112.19,171.17,268.92,1118.11,84.66,19.52,108.81,56.95,75.43,174.72,25.66,141.15,20.59,20.94,78.83,58.41,52.79,77.26,69.36,26.04,102.96,16.76,97.94,45.74,81.4,725.25,745.46,65.51,57.48,66.36,176.71,79.4,26.68,90.09,188.7,65.46,27.27,58.55,33.7,32.71,64.06,58.03,59.1,39.85,38.4,100.49,48.05,48.22,11.07,28.34,53.11,100.72,19.6,142.85,27.88,73.41,239.44,42.12,39.62,85.14,41.43,482.99,52.05,54.65,3.63,41.7,62.61,37.85,202.55,33.63,44.97,46.72,179.73,70.65,75.21,94.71,73.68,69.47,39.13,105.39,54.04,32.36,43.78,9.59,85.71,25.92
2016-01-25,37.16,92.7,86.77,46.66,73.39,47.97,60.39,154.54,15.89,2.12,136.13,596.53,85.64,33.79,112.18,167.54,262.1,1097.93,85.01,18.87,106.7,55.76,75.45,172.34,25.14,138.48,20.41,20.52,78.27,58.8,51.7,76.6,69.92,25.75,101.13,16.25,97.01,45.08,80.32,711.67,733.62,63.71,56.75,65.87,174.48,78.31,26.39,88.28,186.07,66.05,27.03,58.16,33.84,32.7,63.39,57.63,56.89,39.9,37.11,99.71,46.7,47.76,10.48,27.85,52.62,99.12,19.34,147.48,27.85,71.12,243.89,41.43,38.92,85.22,41.0,473.12,51.55,53.3,3.55,41.12,61.26,37.89,196.38,33.61,44.78,46.44,175.66,69.46,74.62,92.12,71.73,67.37,37.13,103.67,55.71,32.27,43.57,9.46,84.49,24.75
2016-01-26,37.88,93.22,86.89,46.88,74.12,48.42,62.21,152.64,16.3,2.07,136.44,601.25,86.09,34.35,112.09,167.08,259.87,1111.54,86.04,19.3,105.99,56.09,76.05,172.17,25.44,136.39,20.9,20.8,79.23,59.79,53.37,77.69,70.83,26.25,100.86,16.78,97.34,45.7,81.74,713.04,733.79,64.99,58.38,65.79,172.9,76.04,26.69,89.15,181.75,68.51,27.0,58.6,34.68,33.57,64.08,58.59,58.61,40.87,38.17,98.35,46.35,48.11,10.55,28.5,53.93,97.83,20.07,141.83,28.13,70.41,249.85,41.7,40.49,85.56,41.81,463.56,52.23,54.14,3.63,41.78,61.46,39.43,193.56,34.27,45.33,47.23,179.13,70.71,75.15,92.2,72.4,66.65,39.64,104.49,57.91,32.48,44.35,9.68,86.28,25.52
2016-01-27,37.93,87.09,84.85,46.87,73.75,46.49,61.42,151.12,16.06,2.13,133.51,583.35,85.64,33.15,110.25,158.27,273.26,1043.7,80.14,18.84,102.31,55.87,75.2,165.29,25.1,135.68,20.64,20.52,79.14,58.89,51.58,77.97,69.49,26.03,95.67,16.92,94.45,45.22,79.45,699.99,717.58,63.94,57.84,65.19,162.42,74.99,26.58,87.35,178.01,67.14,25.38,57.96,34.31,33.05,62.92,58.81,57.38,40.02,37.96,96.59,45.99,47.24,10.39,28.22,51.23,91.15,19.42,143.35,27.79,69.42,246.42,41.08,39.94,85.22,40.96,434.16,51.7,53.23,3.53,41.51,58.04,38.5,188.07,33.74,45.3,47.71,173.93,70.35,74.74,92.5,71.5,64.5,38.18,104.22,56.84,32.4,44.16,9.47,85.27,26.01
2016-01-28,36.45,87.72,84.52,47.31,73.99,45.27,59.51,145.61,15.67,2.08,131.62,635.35,85.73,32.88,113.87,156.94,265.96,1043.13,73.38,18.99,97.21,55.54,76.84,167.3,25.1,137.39,20.36,20.89,79.5,59.21,53.62,78.91,69.79,22.79,94.86,17.5,109.11,45.51,77.59,730.96,748.3,65.01,57.45,64.67,154.25,67.81,26.72,88.57,175.53,67.41,25.37,58.88,33.73,32.66,64.74,59.6,56.03,39.87,38.36,96.23,45.73,48.01,9.89,28.37,50.43,94.41,19.57,143.08,27.49,69.05,256.34,40.94,40.33,86.56,37.56,415.11,51.86,54.76,3.54,41.61,60.51,38.67,189.7,33.61,46.06,46.11,174.34,70.72,77.08,92.76,70.73,62.03,39.95,105.98,57.68,33.19,44.03,9.36,85.67,26.24
2016-01-29,37.26,90.75,89.13,49.23,76.14,46.82,66.14,145.93,16.58,2.2,135.51,587.0,87.67,33.88,120.48,163.27,273.06,1064.97,74.02,19.56,100.32,57.57,78.81,171.36,25.84,138.79,20.96,21.5,82.16,61.11,55.15,81.32,64.55,23.11,97.12,18.04,112.21,47.28,73.57,742.95,761.35,67.17,59.39,70.14,157.95,70.56,27.66,91.92,180.28,69.76,26.03,60.26,34.41,33.31,66.92,62.07,57.99,41.39,39.79,97.6,45.01,50.8,11.03,29.4,52.69,91.84,19.98,145.31,28.71,73.47,260.9,42.2,41.78,88.2,39.07,420.09,54.08,56.13,3.6,42.9,64.37,40.15,191.2,34.7,47.68,48.28,181.17,72.49,75.6,90.75,72.65,63.01,41.95,107.76,61.5,33.76,46.12,9.54,88.02,25.96
2016-02-01,37.63,89.9,89.61,48.6,76.03,47.65,67.55,143.5,16.58,2.14,135.53,574.81,88.05,33.73,124.06,161.1,273.45,1084.87,75.65,19.54,100.8,57.18,80.63,175.75,25.89,138.91,20.69,21.35,82.34,60.16,55.49,81.98,64.2,23.58,98.19,17.98,115.09,47.19,74.5,752.0,770.77,66.71,60.32,71.4,158.94,72.58,27.48,92.74,181.05,70.34,25.59,60.38,34.95,33.99,67.69,60.82,58.12,41.04,39.45,98.35,45.81,50.45,10.96,29.49,52.35,94.09,19.92,145.65,28.72,75.01,265.25,42.64,41.33,87.96,39.74,418.27,54.56,56.71,3.62,42.58,65.03,40.59,196.94,34.62,47.59,48.86,180.57,71.61,75.65,92.39,72.97,64.84,43.01,107.79,61.28,34.06,45.78,9.65,87.82,26.17
2016-02-02,35.39,88.08,87.95,46.92,75.29,45.89,67.54,137.36,16.02,1.99,133.19,552.1,84.49,32.52,120.06,154.82,266.06,1066.79,72.04,19.23,96.85,56.21,78.58,172.0,25.32,136.39,20.11,20.58,81.51,58.03,51.87,81.69,60.66,22.94,94.88,17.4,114.61,46.52,73.32,764.65,780.91,67.22,59.16,71.44,154.66,68.94,26.57,90.61,179.78,68.77,24.67,59.52,34.52,33.6,65.76,62.01,55.89,39.89,38.73,95.49,45.37,48.88,10.59,28.51,50.82,91.49,19.65,144.0,27.5,71.61,259.49,42.64,40.47,87.24,37.19,409.89,54.33,56.25,3.47,42.25,62.09,39.27,182.78,33.44,45.62,46.45,177.03,70.23,74.24,90.98,71.09,61.79,41.0,104.08,56.63,34.43,44.49,9.2,85.9,25.48
2016-02-03,35.85,89.82,87.99,46.96,75.28,49.56,67.17,145.97,16.24,2.07,133.7,531.07,86.85,32.23,118.37,153.08,270.43,1049.16,71.91,19.23,99.49,56.78,79.77,176.45,26.83,134.73,20.35,20.88,81.04,58.65,53.29,79.59,59.61,23.15,92.56,17.62,112.69,47.4,76.58,726.95,749.38,67.82,59.09,71.46,149.46,69.17,26.39,92.28,181.7,69.38,23.81,60.09,35.18,34.16,66.57,63.02,56.2,39.09,36.22,94.75,44.97,48.1,10.76,28.49,52.26,90.74,20.23,139.15,27.64,69.54,253.62,42.42,40.69,87.69,38.55,421.01,52.97,55.16,3.41,42.53,61.82,38.34,173.48,32.83,45.27,47.57,173.46,68.39,76.2,93.88,70.0,63.06,42.0,107.37,57.69,34.67,44.54,9.16,87.03,26.0
2016-02-04,36.52,90.54,86.36,47.22,75.87,49.51,67.38,146.02,16.52,2.09,133.01,536.26,87.32,31.08,122.66,152.59,273.27,1069.1,71.15,20.4,101.93,58.05,79.69,170.5,27.0,131.59,20.74,21.53,81.44,57.55,52.55,76.67,58.73,23.14,96.02,19.36,110.49,48.26,76.84,708.01,730.03,68.63,58.87,70.92,143.38,72.03,26.78,93.11,183.98,71.99,24.96,60.16,36.05,34.58,66.62,62.63,57.45,39.48,35.1,96.01,42.82,47.95,11.23,28.25,52.31,89.71,20.58,140.24,27.65,74.98,250.88,42.27,42.57,86.51,39.35,412.59,52.37,54.02,3.42,42.86,61.64,38.7,175.33,35.08,46.18,48.41,168.88,68.45,77.01,91.72,70.35,64.84,42.96,108.93,58.25,34.51,45.28,9.22,88.6,26.47
2016-02-05,35.12,88.13,79.2,45.53,74.51,46.17,65.87,142.28,15.79,1.98,128.69,502.13,84.35,29.71,115.66,145.34,263.86,1015.55,68.41,20.0,97.89,54.89,78.02,168.54,27.56,132.24,20.17,21.32,79.67,56.51,50.05,76.56,55.5,22.85,89.91,19.24,104.07,47.29,75.47,683.57,703.76,67.0,57.99,71.04,136.05,71.0,26.12,88.34,178.75,71.74,23.64,58.93,34.08,33.02,64.29,60.75,56.78,39.0,34.8,89.66,41.24,46.26,11.0,27.53,51.39,82.79,20.63,129.79,25.9,69.47,242.07,41.48,42.67,86.45,37.94,396.61,51.26,50.49,3.33,41.66,58.06,35.66,162.6,33.38,44.93,46.86,159.71,67.46,75.67,86.61,68.54,54.24,40.1,107.34,56.54,34.92,44.1,9.15,87.47,25.93
2016-02-08,34.07,89.05,74.94,44.93,74.45,43.45,58.65,139.15,15.21,1.93,126.88,488.1,82.44,27.95,109.81,145.05,250.77,973.8,64.74,19.6,99.18,53.88,76.91,162.59,27.55,135.03,20.2,21.49,79.02,52.17,49.44,75.33,56.32,22.15,87.98,19.42,99.75,45.9,75.58,682.74,704.16,67.92,57.38,69.58,135.37,70.91,25.92,87.5,169.09,72.16,23.21,57.7,32.07,31.24,61.6,57.96,56.24,38.08,33.55,85.31,39.24,45.57,10.17,27.06,50.45,83.32,20.37,123.89,24.72,62.88,233.53,41.28,42.48,86.62,37.82,390.53,51.27,50.17,3.27,41.32,55.39,33.96,147.99,33.63,45.85,45.68,155.34,65.49,71.77,82.0,66.45,48.97,36.64,104.65,53.7,34.67,43.46,9.26,86.55,24.24
