Date,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMD,AMGN,AMZN,ASML,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CDNS,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTSH,CTXS,DLTR,EA,EBAY,EXPE,FAST,FB,FISV,GILD,GOOG,GOOGL,HAS,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KLAC,LBTYA,LBTYK,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NFLX,NTAP,NTES,NVDA,NXPI,ORLY,PAYX,PCAR,PEP,QCOM,REGN,ROST,SBUX,SIRI,SNPS,SWKS,TMUS,TSLA,TTWO,TXN,UAL,ULTA,VRSK,VRSN,VRTX,WBA,WDAY,WDC,WLTW,WYNN,XEL,XLNX,F,VIS,CF
2017-06-07,49.36,149.32,143.62,76.8,95.82,111.17,149.13,100.14,45.49,12.38,149.3,1010.07,130.71,59.74,233.69,187.53,255.43,1890.37,90.29,35.35,117.57,67.66,114.95,345.88,39.68,177.09,29.09,51.93,120.58,64.78,81.85,75.41,115.37,35.24,142.55,19.42,153.12,62.55,58.78,980.94,1001.5,101.03,72.71,171.94,179.15,119.15,33.88,138.62,310.67,85.72,41.18,101.94,30.05,28.99,154.65,52.25,101.78,82.72,44.1,284.79,50.85,69.4,32.5,45.29,39.34,165.61,36.86,300.7,147.89,107.3,234.89,54.41,55.87,108.51,52.34,482.0,60.55,60.04,5.21,76.07,104.55,65.92,359.65,79.77,77.06,81.66,307.94,80.18,92.26,124.99,76.3,102.5,82.14,139.6,124.76,44.1,64.68,9.39,121.18,24.21
2017-06-08,49.92,148.96,142.63,78.33,95.66,111.12,151.82,102.92,45.65,12.9,150.22,1010.27,131.7,59.76,234.3,185.75,257.17,1892.38,89.99,35.44,117.06,67.6,115.47,337.45,38.78,176.32,29.09,51.92,119.78,64.7,81.79,74.84,114.29,35.6,145.34,19.54,154.71,61.88,58.6,983.41,1004.28,101.13,72.23,171.34,177.69,119.75,34.09,139.34,309.95,85.99,41.92,102.19,29.86,28.88,157.19,51.72,101.75,83.25,43.75,287.65,50.48,68.98,32.45,45.65,39.71,165.88,37.56,299.72,158.62,107.32,230.62,54.04,56.33,107.43,52.88,485.9,59.78,58.85,5.29,76.12,106.01,65.69,370.0,79.32,78.41,80.52,307.27,79.82,92.95,125.91,76.31,102.84,83.13,139.74,127.04,43.58,64.87,9.42,121.82,24.72
2017-06-09,48.79,143.18,138.05,74.68,95.03,105.95,148.85,105.38,43.06,12.28,151.52,978.31,126.85,57.27,223.63,181.07,259.89,1842.12,90.23,34.72,118.19,65.78,110.8,332.84,38.55,175.32,28.87,51.23,119.81,64.16,76.98,75.38,110.46,34.42,139.85,20.04,149.6,61.43,59.13,949.83,970.12,100.56,72.84,164.56,174.08,119.04,33.37,136.9,305.45,86.24,39.0,95.67,29.35,28.24,150.34,51.7,99.17,80.02,43.03,274.63,50.05,67.42,30.6,43.5,40.09,158.03,37.1,290.15,148.37,106.68,232.84,53.72,56.36,107.48,51.91,475.79,60.4,58.81,5.09,74.93,102.19,63.84,357.32,75.3,75.21,78.83,307.87,79.51,92.33,122.66,75.86,97.97,78.56,139.88,122.2,43.59,62.33,9.44,122.33,25.16
2017-06-12,48.02,139.76,137.25,75.76,96.39,107.44,143.41,106.88,42.68,12.09,152.28,964.91,125.92,56.02,223.02,180.06,262.11,1812.99,89.08,34.23,119.35,65.29,109.66,338.65,38.81,174.6,28.76,51.69,122.33,64.14,79.47,75.35,108.9,33.64,140.52,20.26,148.44,61.59,59.8,942.9,961.81,101.06,72.16,158.22,171.46,116.44,33.39,136.44,301.1,87.53,39.22,94.88,29.41,28.38,147.22,51.9,98.83,79.63,42.79,270.29,50.64,66.9,31.2,43.16,38.88,151.44,36.48,292.86,148.74,106.33,234.72,54.71,56.85,107.75,52.31,476.23,60.3,57.95,5.09,73.89,99.09,64.67,359.01,73.83,75.35,77.73,301.02,80.93,91.11,122.35,76.63,97.35,79.13,140.44,122.82,43.43,61.21,9.57,122.81,25.27
2017-06-13,47.99,140.89,139.09,77.18,96.7,107.55,144.38,108.0,43.17,11.96,151.86,980.79,128.7,57.14,223.26,179.19,261.42,1843.52,90.39,34.4,119.62,65.97,111.06,341.81,39.05,175.44,29.17,52.02,123.25,64.27,79.37,75.5,109.98,33.95,142.12,20.0,150.68,62.26,59.54,953.4,970.5,102.61,72.06,161.3,173.46,118.52,33.53,136.58,302.74,88.3,39.27,95.14,29.5,28.64,147.8,52.39,100.58,80.06,43.05,272.56,50.55,67.73,31.54,43.55,37.77,152.72,36.56,288.3,150.15,107.2,234.54,55.51,56.64,107.83,52.35,473.67,60.53,57.6,5.13,74.66,100.13,64.01,375.95,74.62,75.29,77.48,302.69,81.85,91.6,122.49,76.62,98.67,82.25,141.34,126.51,43.67,61.74,9.56,123.33,26.3
2017-06-14,47.94,139.51,138.25,76.9,96.12,106.2,144.3,118.0,42.33,11.77,152.48,976.47,126.96,57.69,221.06,178.2,253.37,1831.61,91.92,34.34,121.04,65.45,111.09,338.33,38.92,176.57,29.08,51.36,123.94,64.31,78.6,75.27,110.02,33.99,143.36,19.89,150.25,62.31,59.87,950.76,967.93,101.87,72.16,160.63,172.59,120.09,33.2,136.88,301.94,87.62,38.4,92.45,29.09,28.26,145.55,53.09,100.61,78.88,43.13,264.57,50.75,67.37,31.06,43.44,37.88,152.2,35.76,281.69,150.47,107.36,234.33,55.12,56.26,108.8,51.87,476.84,59.56,56.99,5.05,74.34,97.85,63.27,380.66,74.38,74.52,77.56,302.21,82.39,91.66,124.71,77.63,98.58,80.19,142.11,125.88,43.94,61.83,9.52,123.06,25.28
2017-06-15,47.66,138.67,137.52,75.77,96.99,105.58,144.02,117.98,41.54,11.5,151.56,964.17,124.46,58.14,219.65,176.33,255.02,1809.2,90.47,34.15,120.61,65.43,110.18,338.34,39.26,175.01,29.06,51.46,123.77,64.23,77.91,72.73,110.53,33.58,141.9,20.1,149.8,62.74,59.71,942.31,960.18,101.58,72.02,160.57,172.04,120.37,33.0,136.7,299.65,88.03,38.12,91.06,28.69,27.91,141.48,53.13,101.42,78.18,43.27,262.87,51.3,67.01,30.56,43.29,36.98,151.76,35.64,279.68,151.12,107.1,233.97,55.71,57.33,108.65,51.8,469.5,59.38,56.82,5.07,74.02,97.67,63.6,375.34,74.01,74.45,77.34,300.13,82.67,92.19,124.04,77.33,98.27,79.75,142.53,126.39,44.15,61.81,9.54,123.62,24.7
2017-06-16,47.35,136.73,137.84,76.05,98.24,104.88,145.26,113.98,41.5,11.44,150.0,987.71,126.46,58.03,218.04,173.88,251.74,1802.61,88.49,34.18,122.36,65.54,110.0,340.22,39.1,162.42,29.11,50.93,126.35,64.43,78.56,70.07,110.51,33.45,142.4,20.45,150.64,62.33,59.07,939.78,958.62,102.18,71.66,160.71,171.86,118.05,32.9,136.2,304.95,87.34,38.17,91.65,29.17,28.19,141.22,52.97,101.18,77.86,42.62,263.02,50.31,67.11,29.86,42.73,36.72,152.38,35.65,283.79,150.37,107.18,231.39,56.05,57.42,108.33,51.7,459.91,58.57,56.87,5.07,73.78,97.31,63.13,371.4,74.16,74.09,76.78,295.94,82.56,92.46,123.14,73.47,98.39,79.57,143.71,126.79,44.33,61.7,9.52,123.9,25.47
2017-06-19,48.2,140.65,140.35,76.36,98.83,106.16,149.7,116.16,42.63,11.93,152.47,995.17,128.23,59.53,222.56,176.93,260.54,1851.6,91.35,34.26,125.16,66.83,111.77,340.26,39.6,159.73,29.44,51.43,127.22,65.21,80.02,70.55,113.65,34.38,144.53,20.55,152.87,62.6,59.71,957.37,975.22,103.73,72.57,164.38,176.6,122.28,33.18,137.43,312.38,87.44,39.74,94.77,29.36,28.45,143.88,53.84,102.57,79.18,42.9,273.88,50.86,67.94,31.2,42.95,37.23,153.4,36.06,299.04,156.03,107.24,230.38,56.08,57.4,108.73,52.41,471.67,59.13,57.59,5.13,74.71,99.37,64.01,369.8,74.1,75.69,78.63,294.17,83.2,93.65,125.58,74.75,100.21,80.96,143.64,130.52,44.15,62.81,9.54,124.63,26.08
2017-06-20,46.62,139.37,140.91,75.25,97.28,104.93,146.99,119.05,41.74,12.64,153.58,992.59,125.34,59.36,221.49,177.85,266.0,1850.64,92.36,34.09,126.22,66.35,111.17,333.61,38.26,158.33,29.31,50.34,125.98,65.08,78.98,68.94,113.47,34.41,143.85,19.9,152.25,62.31,60.43,950.63,968.99,103.8,71.42,166.02,175.3,124.58,32.58,136.86,313.45,85.4,38.9,91.54,28.8,27.95,143.03,52.56,100.88,77.02,42.47,270.83,50.83,67.02,30.83,42.17,37.42,152.05,35.91,302.45,155.8,107.1,225.01,55.05,56.34,109.34,51.67,495.33,56.27,56.6,5.07,74.61,97.22,63.98,372.24,73.1,73.97,77.28,296.5,83.33,92.65,126.33,73.34,98.94,80.59,143.64,129.31,44.23,62.2,9.44,123.24,25.1
2017-06-21,47.0,140.19,144.24,75.99,97.3,105.69,149.42,123.58,41.99,13.98,158.25,1002.23,127.24,59.89,226.23,180.17,278.6,1867.78,98.82,34.27,132.83,66.64,112.57,333.88,38.16,158.57,29.3,50.4,125.54,65.7,79.3,68.05,113.17,34.44,145.57,19.67,153.91,62.69,62.19,959.45,978.59,103.65,71.87,166.61,177.38,133.99,32.31,136.94,317.76,84.42,41.09,91.94,28.83,27.85,143.8,53.29,100.83,77.48,42.42,276.54,51.19,67.37,32.01,42.51,38.27,155.03,36.24,309.36,158.16,107.26,220.77,54.98,55.25,108.85,51.25,522.02,55.47,56.7,5.13,74.65,98.65,63.57,376.4,73.05,74.07,77.59,288.84,83.48,93.23,134.83,73.17,102.24,83.14,142.71,129.62,44.11,63.01,9.37,122.29,24.66
2017-06-22,47.53,139.96,143.69,77.26,96.74,106.78,149.69,126.23,41.72,14.38,160.53,1001.3,126.84,60.36,225.23,179.33,280.57,1862.93,97.06,34.28,133.68,66.83,113.51,334.13,37.84,155.3,29.31,50.8,125.1,64.94,79.79,67.68,112.62,34.6,148.04,19.71,153.4,62.46,64.93,957.09,976.62,102.96,72.26,166.52,182.99,135.63,32.11,136.69,318.05,84.29,41.33,90.69,29.03,28.03,142.96,54.25,100.59,76.75,42.3,275.3,50.85,67.36,31.89,42.27,39.01,154.89,36.71,310.84,157.07,107.59,220.13,54.49,55.25,107.67,51.38,526.53,54.56,56.27,5.13,74.59,98.6,63.56,382.61,73.05,73.49,77.45,284.14,82.45,93.52,135.53,71.53,102.83,82.43,139.3,129.23,43.92,63.45,9.44,122.09,25.25
2017-06-23,47.2,140.59,145.41,77.48,96.27,107.75,153.5,126.07,42.44,14.17,159.31,1003.74,131.34,59.65,226.36,178.14,280.32,1874.28,95.0,34.26,134.31,67.8,113.95,330.8,37.42,152.72,29.53,50.85,125.34,65.19,80.02,66.6,110.87,35.04,150.41,19.74,155.07,62.4,64.97,965.59,986.09,104.3,72.22,167.35,185.28,136.28,31.95,137.09,316.31,84.61,42.95,91.89,29.98,29.14,144.62,55.37,100.76,78.2,42.35,274.79,51.99,68.27,31.73,42.42,39.03,158.02,37.43,318.76,152.56,108.06,220.08,54.34,55.04,108.42,51.78,517.33,54.87,56.56,5.24,74.36,99.66,63.4,383.45,72.88,73.98,76.79,284.71,81.79,93.96,133.5,71.5,103.33,85.25,139.59,130.43,43.72,64.36,9.37,122.52,25.35
2017-06-26,47.34,140.15,144.96,76.55,97.03,106.12,151.67,125.09,41.63,14.08,160.39,993.98,130.5,59.43,224.04,178.46,279.81,1876.34,93.47,34.3,133.85,66.8,112.57,332.65,37.5,155.7,29.67,51.3,125.43,65.27,79.88,68.49,111.86,34.57,148.02,19.64,153.59,62.17,65.63,952.27,972.09,104.23,72.53,165.97,180.89,134.67,31.84,135.13,313.48,85.29,43.08,90.08,30.45,29.39,141.96,55.5,100.63,76.97,42.35,267.57,51.52,67.62,32.5,42.3,39.03,157.5,37.82,306.41,150.9,107.81,222.97,54.34,55.64,108.57,51.46,515.91,55.27,56.39,5.19,74.52,96.76,63.15,377.49,73.57,72.8,77.03,289.72,82.6,93.56,133.41,72.62,102.23,84.63,139.32,129.33,43.95,64.2,9.49,122.63,25.31
2017-06-27,47.07,138.14,142.54,74.24,96.35,102.92,149.34,122.11,40.32,13.4,157.79,976.78,129.13,57.53,217.19,175.6,271.25,1858.25,89.63,33.69,130.85,65.84,111.22,329.87,37.18,154.79,29.23,51.49,121.87,64.37,79.09,69.22,108.32,34.39,144.04,19.39,150.58,61.42,65.09,927.33,948.09,102.91,71.71,162.44,176.36,130.31,31.44,132.1,312.0,85.5,40.69,88.06,30.32,29.45,137.8,55.04,97.82,75.44,41.47,255.52,50.3,66.35,31.66,41.33,38.43,151.03,37.2,297.68,145.37,107.61,221.87,53.77,55.3,107.48,50.43,502.12,55.11,55.75,5.15,73.65,93.45,61.01,362.37,71.17,71.54,76.0,282.86,82.24,92.8,129.23,72.36,98.36,83.89,139.16,127.89,43.61,62.04,9.4,121.76,24.81
2017-06-28,47.8,140.15,143.81,75.25,97.47,104.28,152.24,125.81,41.09,13.23,160.76,990.33,131.68,58.04,222.47,178.0,274.64,1890.21,92.63,34.09,134.23,66.64,112.4,340.3,37.76,155.67,29.52,52.71,122.78,64.85,79.84,69.97,108.81,34.78,146.16,19.55,153.24,62.03,66.26,940.49,961.01,103.28,72.27,164.65,181.0,134.33,31.96,132.17,315.44,89.09,41.28,89.81,31.47,30.5,140.86,56.16,98.74,76.52,41.72,262.04,51.05,66.92,32.24,41.62,39.07,153.41,37.93,303.34,150.5,107.98,217.02,52.88,57.55,107.89,51.1,513.19,56.33,55.96,5.29,74.26,93.93,61.48,371.24,73.27,72.57,76.7,285.28,83.38,93.77,131.11,72.21,98.94,86.02,141.53,128.19,43.11,62.91,9.41,122.96,25.09
2017-06-29,48.16,138.09,141.24,73.86,96.32,101.39,148.62,122.43,39.89,12.6,159.4,975.93,126.43,56.83,216.0,179.63,271.88,1876.99,90.02,33.44,131.7,65.63,109.59,335.74,36.82,154.23,28.91,51.98,120.44,63.99,78.15,69.73,106.68,34.0,144.26,19.59,151.04,60.81,65.28,917.79,937.82,102.57,71.52,160.54,176.75,128.78,31.34,129.96,310.17,88.61,39.5,86.78,31.71,30.77,135.64,59.1,97.03,74.17,40.85,252.17,49.91,65.66,31.47,41.06,38.76,150.09,37.64,288.69,145.47,107.49,216.04,52.0,57.51,106.77,50.11,509.93,55.86,55.18,5.25,72.97,91.8,60.3,360.75,72.52,71.49,75.44,285.88,82.78,93.51,127.24,73.4,96.45,84.17,141.41,125.19,42.64,61.17,9.48,122.01,25.33
2017-06-30,48.84,138.42,141.44,73.92,97.26,100.82,150.12,121.67,39.76,12.48,159.06,968.0,127.12,56.82,215.09,178.86,271.36,1870.52,90.82,33.49,129.87,65.97,109.08,336.85,37.02,155.44,28.81,52.69,122.08,64.24,78.22,69.92,105.72,34.4,145.07,20.05,150.98,61.17,65.21,908.73,929.68,103.92,71.77,161.42,173.52,125.91,31.53,129.68,311.79,89.09,39.22,85.85,32.12,31.18,134.76,59.67,97.13,73.98,40.91,250.62,49.68,66.08,29.86,41.48,38.82,149.41,37.59,287.29,143.37,107.54,218.74,52.23,58.15,107.06,50.24,491.14,56.28,55.14,5.36,72.93,91.63,60.62,361.61,73.38,71.52,75.25,287.34,83.78,92.96,128.87,73.35,97.0,81.37,140.2,126.47,42.56,61.3,9.49,122.99,25.82
2017-07-03,48.91,137.92,138.41,72.31,97.23,99.36,149.03,121.08,39.47,12.15,159.59,953.66,126.5,55.53,212.05,179.97,272.52,1843.13,90.51,33.07,130.18,65.01,108.1,328.67,36.49,154.36,28.83,52.62,122.03,64.53,77.43,69.89,105.42,34.09,143.88,20.29,148.43,60.65,65.13,898.7,919.46,103.21,71.36,159.32,174.13,125.87,31.27,128.57,307.22,90.88,38.86,85.88,31.94,31.0,132.72,59.99,96.93,72.66,40.92,250.42,49.72,65.36,29.14,40.83,38.81,146.17,37.14,283.66,138.18,107.36,220.41,51.86,58.99,107.01,49.99,487.73,56.77,55.08,5.27,72.12,91.04,60.0,352.62,72.07,71.04,75.08,283.36,83.58,93.9,128.23,73.18,95.53,78.33,141.1,123.54,42.27,60.29,9.81,123.74,26.98
2017-07-05,49.75,138.48,141.21,73.86,98.79,102.6,151.94,125.05,40.54,13.19,160.94,971.4,128.26,56.41,213.76,183.83,277.71,1866.01,92.01,33.27,133.2,66.08,110.34,335.11,36.82,153.58,28.9,53.2,122.16,64.72,78.04,68.21,106.76,34.2,146.24,20.34,150.34,61.17,65.28,911.71,932.26,104.38,72.03,161.38,174.35,128.34,32.09,128.86,312.7,90.91,39.76,86.58,32.09,30.99,135.81,59.75,97.96,74.71,40.85,248.72,49.51,66.23,30.51,41.55,38.47,147.61,37.42,281.1,141.87,107.29,178.77,52.74,58.46,106.88,50.45,497.0,55.95,54.79,5.31,72.74,93.14,59.95,327.09,73.28,71.5,76.54,279.04,83.7,94.44,129.0,73.66,96.95,79.36,140.23,124.87,42.24,61.67,9.59,123.99,26.52
2017-07-06,50.52,137.18,140.75,73.47,98.19,102.05,149.74,121.09,40.53,13.02,158.59,965.14,128.01,55.88,216.92,181.79,271.96,1872.3,90.08,33.28,131.95,64.54,109.86,332.18,36.38,152.68,28.54,52.72,119.84,64.14,77.33,67.93,105.75,33.52,144.79,20.3,148.82,60.9,64.01,906.69,927.69,103.56,71.02,159.26,172.32,127.22,31.43,128.34,311.6,89.94,39.11,86.76,31.24,30.37,137.1,57.97,96.49,73.92,40.79,250.84,50.33,65.74,30.1,41.52,37.65,146.25,36.13,283.63,142.3,107.35,176.53,52.26,59.17,106.73,49.85,490.19,54.87,54.47,5.24,72.53,93.38,59.45,308.83,73.2,71.45,77.71,273.24,82.9,93.25,128.46,72.8,95.64,79.09,139.79,123.44,42.27,61.4,9.49,122.78,25.47
2017-07-07,51.47,138.57,142.22,74.55,99.81,103.32,151.95,123.06,41.91,13.36,158.32,978.76,129.64,57.33,221.15,181.4,273.93,1918.5,90.51,33.67,132.56,65.24,111.44,332.43,36.69,149.78,28.7,52.97,122.17,64.78,77.92,67.98,107.45,33.72,145.88,20.21,151.44,61.38,63.8,918.59,940.81,104.32,71.7,161.43,172.11,130.84,31.66,129.12,314.76,91.3,39.22,88.72,31.46,30.53,141.14,58.36,97.17,75.11,40.94,255.34,50.7,66.59,30.2,42.26,37.61,150.18,36.46,282.66,145.55,107.2,172.85,52.67,59.54,107.08,50.36,496.5,54.73,54.88,5.26,73.15,95.21,60.01,313.22,74.59,72.96,78.94,276.97,83.07,94.42,130.35,72.56,97.1,79.84,141.03,124.9,42.39,62.28,9.55,123.7,25.76
2017-07-10,51.11,139.41,143.34,74.8,98.4,103.74,151.58,123.76,42.55,13.81,159.04,996.47,131.51,57.75,223.14,182.93,273.58,1921.82,89.8,33.9,131.93,64.85,111.85,336.6,36.87,146.76,28.78,53.01,122.56,65.09,78.57,66.39,107.84,34.52,146.08,20.15,153.5,61.4,63.83,928.8,951.0,104.5,70.83,161.51,169.0,129.56,31.44,129.09,315.75,90.41,40.42,89.71,31.72,30.71,143.73,58.68,97.51,75.49,40.78,259.55,50.51,67.09,30.5,42.53,37.72,152.67,36.39,287.64,152.44,107.41,173.17,53.06,60.3,105.93,50.62,499.91,53.42,54.66,5.23,73.5,95.54,60.8,316.05,74.48,73.24,78.26,268.82,82.87,95.29,128.66,72.27,98.41,81.98,140.93,127.25,42.26,64.02,9.62,123.91,27.45
2017-07-11,50.09,139.87,142.93,75.88,96.68,104.3,151.59,124.32,43.7,13.89,160.07,994.13,132.49,57.22,222.32,184.41,271.76,1929.15,90.92,34.15,132.25,64.82,113.03,337.85,36.88,146.87,28.88,52.28,121.88,65.4,77.22,66.87,108.42,34.67,146.04,20.08,155.27,61.01,63.89,930.09,953.53,104.66,70.85,161.72,173.15,131.92,31.7,129.57,314.16,89.18,40.81,90.93,31.42,30.59,146.47,58.78,97.53,75.83,40.72,262.14,49.98,67.1,31.37,42.65,37.65,154.33,36.86,294.94,154.6,107.34,174.1,51.92,60.33,105.44,50.34,492.0,52.97,54.75,5.28,73.54,96.19,61.23,327.22,75.9,73.48,76.92,255.98,82.9,95.61,132.17,72.39,99.38,84.26,139.28,126.63,42.25,64.38,9.66,123.89,27.19
2017-07-12,52.22,140.07,145.91,76.36,97.3,106.68,152.51,124.94,43.58,14.29,160.02,1006.51,133.68,60.22,227.43,186.76,275.08,1946.18,89.57,34.73,133.56,65.21,114.49,342.65,37.11,147.49,28.95,53.3,123.16,65.92,79.06,67.4,110.68,35.49,148.37,19.68,158.9,61.72,64.3,943.83,967.66,105.28,71.83,164.63,173.23,133.22,32.0,130.67,316.11,89.65,41.44,91.65,31.92,31.12,147.29,58.72,97.6,76.83,40.96,274.07,50.42,68.21,31.45,43.15,38.58,158.75,37.9,300.5,161.17,107.26,177.1,52.51,60.33,106.39,51.13,496.99,52.77,55.35,5.3,75.16,97.15,61.51,329.52,77.31,74.86,80.53,261.86,83.96,96.87,131.44,72.61,102.95,86.45,140.12,127.55,42.57,65.07,9.73,124.65,26.71
2017-07-13,52.23,142.02,145.05,76.26,96.48,107.07,152.19,126.91,43.6,13.53,161.66,1000.63,133.5,59.71,228.25,186.92,278.36,1940.7,91.06,34.45,134.47,64.73,114.01,339.04,37.39,149.29,29.05,52.95,122.5,65.69,79.0,68.57,108.98,35.96,148.92,19.88,159.26,61.63,65.02,947.16,968.85,104.14,71.54,163.59,173.0,133.42,32.0,129.61,312.85,88.97,41.43,91.56,32.51,31.5,147.63,59.33,97.5,76.19,41.01,271.26,50.81,68.81,31.13,43.12,39.05,158.21,39.04,293.71,159.31,107.3,184.63,52.47,60.1,105.7,51.16,505.05,53.05,55.2,5.32,74.89,98.12,60.91,323.41,76.33,74.88,80.17,257.4,83.81,97.18,130.92,73.07,102.22,85.22,140.44,127.28,42.37,64.66,9.84,124.59,27.25
2017-07-14,52.62,143.24,146.16,77.48,96.21,108.74,154.3,126.71,44.39,13.92,163.59,1001.81,136.49,59.96,231.0,188.55,280.81,1950.87,91.0,34.73,134.57,65.33,114.08,342.8,37.29,148.71,29.19,53.19,122.46,66.59,79.61,69.11,108.99,36.53,150.16,19.75,159.97,61.81,65.01,955.99,976.91,105.44,72.36,166.5,172.33,134.27,32.41,130.08,317.25,89.55,42.01,93.47,32.82,31.89,149.88,59.81,97.79,77.48,41.32,273.3,51.67,69.78,31.79,43.51,39.21,161.12,41.17,296.58,163.59,107.49,184.22,52.38,60.45,106.54,51.69,504.9,53.38,55.56,5.37,75.27,99.31,61.24,327.78,76.21,76.23,79.85,261.74,84.85,96.92,130.99,73.91,103.78,86.73,141.19,122.98,42.6,63.14,9.91,125.05,27.23
2017-07-17,52.28,143.74,146.4,77.04,96.54,106.94,156.21,125.78,44.42,13.8,163.84,1010.04,136.79,59.71,229.83,188.23,282.65,1945.46,86.98,34.71,134.87,65.73,114.32,342.31,37.29,148.55,29.26,52.75,122.23,66.65,80.04,69.87,109.44,36.5,148.75,19.57,159.73,62.62,65.55,953.42,975.96,105.16,72.75,166.03,171.74,130.62,32.21,130.26,316.03,91.19,41.63,92.99,32.88,31.84,149.58,59.74,98.13,77.67,41.39,275.84,51.54,70.32,31.72,43.37,38.75,161.7,41.15,288.59,162.9,107.54,185.5,52.18,60.08,106.54,51.37,498.11,53.35,55.16,5.35,75.64,98.65,61.38,319.57,76.1,75.92,79.78,253.94,84.65,98.0,129.21,74.16,102.89,86.85,142.57,122.44,42.78,62.77,9.96,125.06,27.03
2017-07-18,51.59,144.24,147.89,77.09,96.17,107.7,156.02,126.77,44.87,13.48,163.91,1024.45,139.74,60.53,231.54,189.51,282.6,1976.24,86.67,34.81,134.27,65.66,114.65,344.63,37.27,147.25,29.27,52.77,121.48,66.55,79.82,69.28,110.28,36.25,149.57,20.0,162.86,62.53,66.05,965.4,986.95,105.69,72.31,165.53,173.66,130.85,32.27,130.83,315.55,89.71,42.99,93.65,32.67,31.64,151.83,59.38,98.76,78.18,41.49,279.95,51.84,70.27,31.9,43.37,38.11,183.6,41.3,295.49,164.6,107.55,187.54,52.09,60.27,106.62,51.21,497.63,52.96,55.04,5.3,75.66,99.15,61.39,328.24,77.47,76.38,78.9,258.75,85.27,98.43,132.16,73.69,102.54,86.57,141.8,125.93,43.04,62.55,9.97,124.72,27.18
2017-07-19,51.06,145.14,148.92,76.36,97.54,110.25,159.28,127.3,45.41,13.55,165.48,1026.87,146.94,60.53,234.79,190.91,281.95,1992.1,87.23,35.32,135.0,65.07,115.72,346.61,37.42,146.99,29.63,50.09,122.12,67.24,81.37,70.35,111.58,36.53,151.42,19.66,164.14,62.88,66.99,970.89,992.77,106.28,72.63,167.78,173.88,130.45,32.29,132.34,322.26,89.4,43.22,95.11,32.56,31.51,156.48,61.35,99.0,78.89,41.81,280.27,52.23,70.81,31.82,43.52,38.34,183.86,41.66,293.34,163.74,107.69,186.91,52.16,60.34,106.92,51.66,506.79,53.05,54.95,5.33,76.41,100.66,61.97,325.26,78.43,76.38,74.24,256.75,85.39,98.61,159.69,74.52,102.7,86.77,141.43,125.57,43.25,62.51,10.04,125.08,28.45
2017-07-20,50.8,144.49,149.94,76.82,98.1,109.91,160.17,129.81,45.48,13.8,165.61,1028.7,150.05,60.28,233.9,191.32,281.44,1999.22,87.74,35.09,136.31,64.97,107.41,345.3,37.56,146.75,29.6,49.13,122.8,67.69,81.17,70.77,111.97,36.63,150.61,19.84,164.53,63.12,67.64,968.15,992.19,107.08,72.33,167.29,171.97,133.79,32.47,132.5,323.91,89.24,42.92,95.41,33.03,31.92,157.03,61.11,99.15,79.59,41.5,281.79,52.37,71.16,32.0,44.2,39.49,183.6,42.08,294.95,166.12,107.79,188.69,52.46,60.36,107.08,49.1,521.13,53.28,54.87,5.36,75.82,102.79,61.12,329.92,78.03,76.87,72.08,255.74,85.67,98.84,159.33,74.74,103.13,87.25,142.01,124.47,43.72,62.72,10.05,124.54,28.75
2017-07-21,50.38,144.42,149.52,75.02,99.28,109.75,158.87,131.79,45.06,13.88,166.43,1025.67,150.51,60.13,233.6,193.18,282.92,1994.89,89.28,34.98,137.74,64.89,106.39,350.07,37.7,146.22,29.58,49.91,134.08,67.71,80.46,70.89,112.22,36.07,149.93,19.53,164.43,63.35,67.95,972.92,993.84,108.06,72.52,166.62,172.75,134.22,32.45,132.0,309.16,89.27,43.08,93.71,32.92,31.86,155.82,61.94,99.59,77.52,41.71,279.97,52.58,70.74,32.01,41.67,39.17,188.54,42.23,293.57,166.72,107.94,188.19,52.47,60.64,108.12,48.98,515.92,52.94,54.82,5.36,75.91,102.63,62.58,328.4,79.25,75.95,71.57,253.4,85.91,98.95,163.17,73.9,102.64,87.08,142.28,126.49,43.99,61.83,9.91,124.18,28.76
2017-07-24,49.77,146.17,149.53,74.82,98.29,110.81,161.19,130.74,45.03,14.16,167.22,1038.95,149.98,60.64,233.53,198.65,284.7,2002.01,90.01,35.07,137.84,65.24,106.74,348.08,37.54,146.76,29.6,49.08,133.85,67.69,80.19,69.28,113.75,35.84,150.59,19.97,166.0,63.24,68.53,980.34,998.31,97.86,72.82,170.18,173.99,138.27,32.24,133.38,316.39,89.25,43.54,94.01,32.76,31.7,156.38,62.02,99.45,77.21,41.44,282.09,52.73,70.56,31.67,41.13,38.76,187.91,42.32,297.68,164.78,107.64,184.43,52.23,60.88,107.65,48.42,521.22,51.74,54.86,5.27,76.34,101.09,62.53,342.52,79.67,75.23,70.43,252.08,86.5,99.96,166.11,74.56,103.65,86.9,143.69,130.63,43.51,61.24,9.7,123.83,27.91
