Date,Adj Close
2015-01-16,2.3513184
2015-01-20,0.38739014
2015-01-21,0.9189453
2015-01-22,2.720642
2015-01-23,-1.0180054
2015-01-26,0.43244934
2015-01-27,-2.441452
2015-01-28,-2.3423462
2015-01-29,1.666687
2015-01-30,-2.288269
2015-02-02,2.2252045
2015-02-03,2.6306152
2015-02-04,-0.70266724
2015-02-05,1.855835
2015-02-06,-0.5135193
2015-02-09,-0.8287964
2015-02-10,1.9638977
2015-02-11,0.10810852
2015-02-12,1.7927856
2015-02-13,0.77479553
2015-02-17,0.2973175
2015-02-18,0.017990112
2015-02-19,-0.13510132
2015-02-20,1.1351013
2015-02-23,-0.027023315
2015-02-24,0.5405121
2015-02-25,-0.16212463
2015-02-26,-0.22520447
2015-02-27,-0.64868164
2015-03-02,1.1982269
2015-03-03,-0.78382874
2015-03-04,-0.8018036
2015-03-05,0.2071991
2015-03-06,-2.6666107
2015-03-09,0.7747345
2015-03-10,-3.0449677
2015-03-11,-0.4324646
2015-03-12,2.3423004
2015-03-13,-1.144104
2015-03-16,2.4774323
2015-03-17,-0.558548
2015-03-18,2.2522278
2015-03-19,-0.8648224
2015-03-20,1.6659546
2015-03-23,-0.37098694
2015-03-24,-1.0678253
2015-03-25,-2.769043
2015-03-26,-0.44340515
2015-03-27,0.42526245
2015-03-30,2.271347
2015-03-31,-1.6469116
2015-04-01,-0.6605835
2015-04-02,0.6696472
2015-04-06,1.2578125
2015-04-07,-0.49772644
2015-04-08,0.6334381
2015-04-09,0.83255005
2015-04-10,1.0315704
2015-04-13,-0.85961914
2015-04-14,0.36190796
2015-04-15,0.85061646
2015-04-16,-0.054260254
2015-04-17,-2.1899261
2015-04-20,1.7193604
2015-04-21,-0.22619629
2015-04-22,0.9320526
2015-04-23,0.479599
2015-04-24,0.44340515
2015-04-27,-0.79634094
2015-04-28,0.6063385
2015-04-29,-0.7872925
2015-04-30,-1.9094086
2015-05-01,2.0451202
2015-05-04,0.5429535
2015-05-05,-2.1898804
2015-05-06,-0.778244
2015-05-07,0.75109863
2015-05-08,2.4885254
2015-05-11,-0.91397095
2015-05-12,-0.5700989
2015-05-13,0.036193848
2015-05-14,1.9817657
2015-05-15,0.20812988
2015-05-18,0.5972595
2015-05-19,-0.06335449
2015-05-20,-0.13574219
2015-05-21,0.5610199
2015-05-22,-0.4614563
2015-05-26,-2.0722961
2015-05-27,1.809845
2015-05-28,-0.21713257
2015-05-29,-1.194519
2015-06-01,0.38912964
2015-06-02,-0.19007874
2015-06-03,0.50675964
2015-06-04,-1.6197815
2015-06-05,-0.3257904
2015-06-08,-1.1673126
2015-06-09,-0.027236938
2015-06-10,2.2623596
2015-06-11,0.6153412
2015-06-12,-1.4659424
2015-06-15,-0.8144531
2015-06-16,1.0316162
2015-06-17,0.30766296
2015-06-18,1.981781
2015-06-19,-0.8547821
2015-06-22,0.9820862
2015-06-23,0.13641357
2015-06-24,-1.4003754
2015-06-25,-0.58195496
2015-06-26,-0.03640747
2015-06-29,-4.000946
2015-06-30,0.3909912
2015-07-01,1.5003357
2015-07-02,-0.17276001
2015-07-06,-0.53645325
2015-07-07,1.1821136
2015-07-08,-3.1735687
2015-07-09,0.33647156
2015-07-10,2.3460236
2015-07-13,2.0823517
2015-07-14,0.8274994
2015-07-15,-0.06365967
2015-07-16,1.5367432
2015-07-17,0.16369629
2015-07-20,0.099990845
2015-07-21,-0.7638092
2015-07-22,-0.3455658
2015-07-23,-1.082077
2015-07-24,-1.9822693
2015-07-27,-1.100357
2015-07-28,2.309723
2015-07-29,1.3093872
2015-07-30,0.045516968
2015-07-31,-0.29101562
2015-08-03,-0.6456299
2015-08-04,-0.37275696
2015-08-05,0.6273804
2015-08-06,-1.5640106
2015-08-07,-0.36376953
2015-08-10,2.3824463
2015-08-11,-1.7276764
2015-08-12,0.22727966
2015-08-13,-0.23641968
2015-08-14,0.6911011
2015-08-17,1.0638885
2015-08-18,-0.55467224
2015-08-19,-1.5094757
2015-08-20,-3.9555054
2015-08-21,-5.5832825
2015-08-24,-7.5746155
2015-08-25,-2.0277252
2015-08-26,6.537979
2015-08-27,4.3738403
2015-08-28,0.0090789795
2015-08-31,-1.4640198
2015-09-01,-5.36499
2015-09-02,3.3099518
2015-09-03,0.12728882
2015-09-04,-2.691574
2015-09-08,4.4010925
2015-09-09,-2.4005737
2015-09-10,0.96383667
2015-09-11,0.8093262
2015-09-14,-0.66381836
2015-09-15,2.227829
2015-09-16,1.5639954
2015-09-17,-0.40919495
2015-09-18,-2.967865
2015-09-21,0.9232025
2015-09-22,-2.330841
2015-09-23,-0.28338623
2015-09-24,-0.63986206
2015-09-25,-0.045639038
2015-09-28,-4.424011
2015-09-29,0.10054016
2015-09-30,3.2083282
2015-10-01,0.4570465
2015-10-02,2.6233063
2015-10-05,3.1717377
2015-10-06,-0.621521
2015-10-07,1.4806976
2015-10-08,1.6453094
2015-10-09,0.10964966
2015-10-12,0.17367554
2015-10-13,-1.1607971
2015-10-14,-0.8775177
2015-10-15,2.7969666
2015-10-16,0.8409424
2015-10-19,0.091415405
2015-10-20,-0.23764038
2015-10-21,-1.1517334
2015-10-22,3.116928
2015-10-23,2.0565643
2015-10-26,-0.4661255
2015-10-27,-0.3656311
2015-10-28,2.1480103
2015-10-29,-0.109695435
2015-10-30,-0.8226471
2015-11-02,2.2485962
2015-11-03,0.55752563
2015-11-04,-0.5849762
2015-11-05,-0.19195557
2015-11-06,-0.10055542
2015-11-09,-1.7915344
2015-11-10,0.43876648
2015-11-11,-0.74949646
2015-11-12,-2.6507874
2015-11-13,-2.102295
