Date,Adj Close
2015-01-15,179.29635620117188
2015-01-16,181.64767456054688
2015-01-20,182.03506469726562
2015-01-21,182.95401000976562
2015-01-22,185.67465209960938
2015-01-23,184.65664672851562
2015-01-26,185.08909606933594
2015-01-27,182.64764404296875
2015-01-28,180.3052978515625
2015-01-29,181.97198486328125
2015-01-30,179.6837158203125
2015-02-02,181.90892028808594
2015-02-03,184.53953552246094
2015-02-04,183.8368682861328
2015-02-05,185.6927032470703
2015-02-06,185.17918395996094
2015-02-09,184.3503875732422
2015-02-10,186.3142852783203
2015-02-11,186.42239379882812
2015-02-12,188.21517944335938
2015-02-13,188.98997497558594
2015-02-17,189.28729248046875
2015-02-18,189.30528259277344
2015-02-19,189.17018127441406
2015-02-20,190.30528259277344
2015-02-23,190.27825927734375
2015-02-24,190.8187713623047
2015-02-25,190.65664672851562
2015-02-26,190.4314422607422
2015-02-27,189.7827606201172
2015-03-02,190.98098754882812
2015-03-03,190.19715881347656
2015-03-04,189.39535522460938
2015-03-05,189.60255432128906
2015-03-06,186.93594360351562
2015-03-09,187.71067810058594
2015-03-10,184.66571044921875
2015-03-11,184.23324584960938
2015-03-12,186.57554626464844
2015-03-13,185.4314422607422
2015-03-16,187.90887451171875
2015-03-17,187.35032653808594
2015-03-18,189.60255432128906
2015-03-19,188.73773193359375
2015-03-20,190.4036865234375
2015-03-23,190.03269958496094
2015-03-24,188.96487426757812
2015-03-25,186.19583129882812
2015-03-26,185.75242614746094
2015-03-27,186.1776885986328
2015-03-30,188.44903564453125
2015-03-31,186.8021240234375
2015-04-01,186.14154052734375
2015-04-02,186.81118774414062
2015-04-06,188.06900024414062
2015-04-07,187.57127380371094
2015-04-08,188.2047119140625
2015-04-09,189.03726196289062
2015-04-10,190.06883239746094
2015-04-13,189.20921325683594
2015-04-14,189.5711212158203
2015-04-15,190.42173767089844
2015-04-16,190.3674774169922
2015-04-17,188.17755126953125
2015-04-20,189.89691162109375
2015-04-21,189.67071533203125
2015-04-22,190.60276794433594
2015-04-23,191.08236694335938
2015-04-24,191.52577209472656
2015-04-27,190.72943115234375
2015-04-28,191.3357696533203
2015-04-29,190.54847717285156
2015-04-30,188.63906860351562
2015-05-01,190.68418884277344
2015-05-04,191.22714233398438
2015-05-05,189.03726196289062
2015-05-06,188.25901794433594
2015-05-07,189.01011657714844
2015-05-08,191.49864196777344
2015-05-11,190.5846710205078
2015-05-12,190.0145721435547
2015-05-13,190.05076599121094
2015-05-14,192.03253173828125
2015-05-15,192.24066162109375
